en_word,pos,level,mp3_url,ru_word,transcription,en_example,ru_example
maximum,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/max/maxim/maximum__gb_2.mp3,максимальный,[ˈmæksɪməm],Maximum number of characters: 256,Максимальное количество символов: 256
dozen,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/doz/dozen/dozen__gb_1.mp3,десятки,[ˈdʌzn],Only about a dozen times.,Всего лишь десятки раз.
farm,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/farm_/farm__gb_1.mp3,ферма,[fɑ:m],It's a farm vehicle.,Это машина фермы.
adapt,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ada/adapt/adapt__gb_2.mp3,адаптироваться,[əˈdæpt],So you have to adapt.,"А это значит, к ним нужно адаптироваться."
shed,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/she/shed_/shed__gb_1.mp3,проливать,[ʃed],To shed a parting tear?,Пролить слёзы расставанья?
lucky,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/luc/lucky/lucky__gb_1.mp3,удачливый,[ˈlʌkɪ],I am one lucky bastard.,Я - удачливый засранец.
shoulder,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sho/shoul/shoulder__gb_1.mp3,плечо,[ˈʃəuldə],Stock braced against your shoulder.,Приклад упри в плечо.
candle,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/can/candl/candle__gb_1.mp3,свеча,[ˈkændl],The fifth candle must close,Пятая свеча должна закрыться
plunge,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/plu/plung/plunge__gb_1.mp3,погружаться,[plʌndʒ],"""Don't plunge into the sea","""Не погружайся в море"
worse,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wor/worse/worse__gb_1.mp3,плохой,[bæd],You do like bad boys.,Тебе нравятся плохие парни.
matter,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/matte/matter__gb_1.mp3,вопрос,[ˈmætə],This is no small matter:,Это очень важный вопрос:
prosecute,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pro/prose/prosecute__gb_1.mp3,осуществлять судебное преследование,[ˈprɔsɪkju:t],The legal bases of the obligation to extradite or prosecute,Правовая база обязательства выдавать или осуществлять судебное преследование
referee,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/ref/refer/referee__gb_1.mp3,рефери,[ˌrefəˈri:],I need a dessert referee.,Мне нужен десертный рефери.
usage,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/u/usa/usage/usage__gb_1.mp3,использование,[ˈju:zɪdʒ],Advanced tips for annotations usage,Подробные советы по использованию аннотаций
rock,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/roc/rock_/rock__gb_1.mp3,камень,[rɔk],You hit the solid rock.,"столкнётся с твёрдым камнем. Тот, кто скользит по верхушке волн, в восторге."
functional,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fun/funct/functional__gb_3.mp3,функциональный,[ˈfʌŋkʃənl],Used to report on functional areas.,Используется для создания отчетов по функциональным областям.
refusal,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/ref/refus/refusal__gb_1.mp3,отказ,[rɪˈfju:zəl],refusal to acknowledge reality is.,слабостью является отказ осознать реальность.
explanation,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expla/explanation__gb_2.mp3,объяснение,[ˌekspləˈneɪʃən],That's a good explanation:,Это хорошее объяснение:
mall,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mal/mall_/mall__gb_1.mp3,торговый центр,[mɔ:l],"Pick pocketing, down at the mall.",Карманная кража в торговом центре.
private,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/priva/private__gb_1.mp3,частный,[ˈpraɪvɪt],She takes private piano lessons.,Она берёт частные уроки игры на пианино.
guilt,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/g/gui/guilt/guilt__gb_1.mp3,вина,[ɡɪlt],They had recognized their guilt.,Они признали свою вину.
shocking,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sho/shock/shocking__gb_1.mp3,шокирующий,[ˈʃɔkɪŋ],The Shocking Way Hitler Became Hitler,Как Гитлер стал Гитлером: шокирующий путь
fun,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fun/fun__/fun__gb_2.mp3,забавный,[fʌn],Speaking in English is fun.,Говорить по-английски забавно.
lawsuit,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/law/lawsu/lawsuit__gb_1.mp3,иск,[ˈlɔ:sju:t],Or we could file a lawsuit.,Или мы можем подать иск.
coastal,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/coa/coast/coastal__gb_1.mp3,прибрежный,[ˈkəustəl],Conducts coastal and aerial patrol;,осуществляют патрулирование прибрежной зоны и воздушного пространства;
middle,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mid/middl/middle__gb_1.mp3,средний,[ˈmɪdl],No middle way was possible.,Никакой средний путь невозможен.
impose,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/imp/impos/impose__gb_1.mp3,навязывать,[ɪmˈpəuz],Did you ever impose yours on others?,Вы когда-нибудь навязывали свои ценности другим?
spice,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/spi/spice/spice__gb_1.mp3,специя,[spaɪs],I'm a spice rack.,Я вешалка для специй.
mirror,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mir/mirro/mirror__gb_3.mp3,зеркало,[ˈmɪrə],The EU’s Viennese Mirror,Венское Зеркало ЕС
recover,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rec/recov/recover__gb_2.mp3,восстанавливаться,[rɪ'kʌvə],But they did recover quite fast afterwards.,Но они довольно быстро восстановились.
ensure,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ens/ensur/ensure__gb_3.mp3,гарантировать,[ɪnˈʃuə],We must ensure that “All” includes refugees.,"Мы должны гарантировать, что “Все” включают в себя беженцев."
project,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pro/proje/project__gb_3.mp3,проект,['prɔʤekt],First report from Project Lupine.,Первая запись в журнале Волчьего Проекта.
mention,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/men/menti/mention__gb_1.mp3,упоминание,[ˈmenʃən],@mention result in a Yammer post,@упоминание в сообщении Yammer
quota,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/q/quo/quota/quota__gb_1.mp3,квота,[ˈkwəutə],Retrieve the following quota settings.,Получите значения следующих параметров квоты.
rain,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rai/rain_/rain__gb_2.mp3,дождь,[reɪn],The rain changed into snow.,Дождь перешёл в снег.
document,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/doc/docum/document__gb_4.mp3,документ,[ˈdɔkjumənt],Online video in Word document,Видео из Интернета в документе Word
burst,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bur/burst/burst__gb_1.mp3,взрываться,[bə:st],'It was lighter than air and burst into flames.,Он был легче воздуха и взрывался при горении.
greenhouse,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/g/gre/green/greenhouse__gb_1.mp3,парниковый,[ˈɡri:nhaus],Greenhouse gas emissions by process,Эмиссия парниковых газов по процессам
job,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/j/job/job__/job__gb_4.mp3,работа,[ʤɔb],"This job is stress, John.","Эта работа и есть стресс, Джон."
appealing,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/app/appea/appealing__gb_1.mp3,привлекательный,[əˈpi:lɪŋ],The idea certainly sounds appealing.,"Идея, безусловно, выглядит привлекательно."
prosperity,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pro/prosp/prosperity__gb_1.mp3,процветание,,"In 1998, however, prosperity vanished.",Однако в 1998 году процветание прекратилось.
safety,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/saf/safet/safety__gb_1.mp3,безопасность,[ˈseɪftɪ],general preventive and safety measures;,общие меры по профилактике и обеспечению безопасности;
cluster,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clu/clust/cluster__gb_1.mp3,кластер,[ˈklʌstə],Cluster Service is Not Started,Служба кластеров не запущена
death,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dea/death/death__gb_1.mp3,смерть,[deθ],"Those walls hold death, Eragon.","Эти стены таят смерть, Эрагон."
ready,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rea/ready/ready__gb_1.mp3,готовый,[ˈredɪ],Is the west wing ready?,Западное крыло готово?
colour,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colou/colour__gb_1.mp3,цвет,[ˈkʌlə],Collective amendments on colour specifications,"Общие поправки, касающиеся характеристик цвета"
poster,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pos/poste/poster__gb_2.mp3,плакат,[ˈpəustə],"Under protest, the poster was withdrawn.",В результате протестов плакат был снят.
tube,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tub/tube_/tube__gb_1.mp3,трубка,[tju:b],This is an inorganic tube.,Это неорганическая трубка.
import,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/imp/impor/import__gb_1.mp3,импорт,['ɪmpɔːt],Import prices will go up.,Цены на импорт пойдут вверх.
kingdom,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/k/kin/kingd/kingdom__gb_2.mp3,королевство,[ˈkɪŋdəm],In the Kingdom of Naples.,В Неаполитанском королевстве.
occupy,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/occ/occup/occupy__gb_1.mp3,оккупировать,[ˈɔkjupaɪ],Russian forces currently occupy Georgian territory.,Российские войска сейчас оккупируют территорию Грузии.
